,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
1278,Anna Nagar,Family,Yes,Others,NoAccess,RM,20,1636,66,1.0,1.0,4,16.47148996952544
1279,KK Nagar,Normal Sale,Yes,Others,Paved,RH,9,2204,126,3.0,2.0,5,16.377047329943238
1280,Karapakkam,Normal Sale,Yes,Others,NoAccess,A,11,1203,199,1.0,1.0,3,15.67867135158231
1281,Chrompet,AdjLand,No,House,Paved,RH,24,1122,33,1.0,1.0,3,15.927454381131053
1282,Anna Nagar,Partial,No,House,Gravel,RL,31,1574,78,1.0,1.0,4,16.252960142112013
1283,KK Nagar,Normal Sale,No,House,Gravel,RM,16,1374,172,2.0,1.0,4,16.162366092743707
1284,Velachery,Normal Sale,Yes,Commercial,Paved,C,36,1746,163,2.0,1.0,4,16.47249445645821
1285,Karapakkam,Family,Yes,House,Gravel,I,30,1370,193,2.0,2.0,4,15.896847177848565
1286,Karapakkam,AbNormal,No,House,Gravel,C,48,1362,27,2.0,2.0,4,15.650640451704653
1287,Anna Nagar,Normal Sale,No,Commercial,Gravel,RH,17,1897,148,2.0,1.0,5,16.892472895543634
1288,Chrompet,Normal Sale,No,House,Paved,RL,35,1020,80,1.0,1.0,3,15.936125352465945
1289,Chrompet,AdjLand,Yes,House,NoAccess,RM,35,897,79,1.0,1.0,3,16.03369743849645
1290,Adyar,Family,No,Commercial,Gravel,I,13,1023,198,1.0,1.0,3,16.363486994577467
1291,Karapakkam,Partial,Yes,Others,Paved,RM,39,1344,100,2.0,2.0,4,16.103491426522453
1292,Anna Nagar,AdjLand,Yes,Commercial,Gravel,RL,31,1689,96,1.0,1.0,4,16.87874950582777
1293,Velachery,AdjLand,No,Commercial,NoAccess,RM,53,1764,28,2.0,1.0,4,16.55036236567692
1294,KK Nagar,Normal Sale,Yes,House,Paved,RL,5,1820,84,3.0,2.0,5,16.275554937020775
1295,Chrompet,Normal Sale,Yes,House,Gravel,RM,4,987,39,1.0,1.0,3,16.22189307562568
1296,TNagar,Partial,Yes,House,NoAccess,RM,8,1688,171,1.0,1.0,4,16.405995024798443
1297,Anna Nagar,AdjLand,No,House,NoAccess,RH,20,1908,164,2.0,1.0,5,16.351977658117157
1298,Chrompet,AdjLand,Yes,House,Paved,RL,37,1078,54,1.0,1.0,3,16.09089216877151
1299,Karapakkam,AbNormal,Yes,House,Paved,RM,44,1637,100,2.0,2.0,4,16.119053192369183
1300,Adyar,AbNormal,Yes,House,Paved,RH,21,1019,87,1.0,1.0,3,16.057485510287034
1301,Chrompet,Partial,Yes,Commercial,NoAccess,RL,30,1198,7,1.0,1.0,3,16.426358944582212
1302,Chrompet,Normal Sale,Yes,Commercial,Gravel,RH,26,1002,45,1.0,1.0,3,16.391797934935664
1303,Karapakkam,Family,No,Commercial,Gravel,I,38,1088,176,1.0,1.0,3,15.999444763827762
1304,Anna Nagar,Normal Sale,Yes,Commercial,Gravel,RM,40,1703,101,1.0,1.0,4,16.900691456837098
1305,Chrompet,AbNormal,Yes,House,Paved,RH,16,946,190,1.0,1.0,3,15.96034474809857
1306,Velachery,Partial,No,Commercial,Paved,A,40,1983,6,3.0,2.0,5,16.44853407784931
1307,Karapakkam,AbNormal,No,Commercial,Paved,RM,47,1112,190,1.0,1.0,3,16.168219877251985
1308,Adyar,Family,Yes,House,Paved,RH,15,700,134,1.0,1.0,2,15.889884656816045
1309,Anna Nagar,Normal Sale,Yes,Others,NoAccess,RL,7,1956,133,2.0,1.0,5,16.572661224293913
1310,KK Nagar,AdjLand,No,Others,Paved,RL,27,1666,175,2.0,1.0,4,16.179239949484124
1311,Velachery,Partial,No,House,Paved,RM,48,1959,73,3.0,2.0,5,16.19486185830076
1312,Chrompet,Partial,Yes,Others,NoAccess,RL,15,1276,92,2.0,1.0,4,16.189705641466418
1313,Chrompet,Partial,Yes,House,Paved,RH,16,1079,171,1.0,1.0,3,15.990458623807983
1314,KK Nagar,Partial,Yes,Others,Gravel,RH,26,2357,151,4.0,2.0,6,16.4154653217323
1315,Anna Nagar,Family,No,Others,Gravel,RL,19,1988,134,2.0,1.0,5,16.551491051539497
1316,Karapakkam,Partial,Yes,Others,Paved,RH,23,1257,35,1.0,1.0,3,15.977334644684982
1317,Velachery,AdjLand,No,Commercial,Paved,RH,29,1827,182,3.0,2.0,5,16.569668025895943
1318,TNagar,Normal Sale,Yes,Commercial,Paved,RM,15,1661,51,1.0,1.0,4,16.881377197918596
1319,Karapakkam,Family,No,Commercial,Paved,RM,28,939,35,1.0,1.0,3,16.08553547509778
1320,Velachery,AdjLand,Yes,Commercial,NoAccess,A,7,1607,45,2.0,1.0,4,16.38230429044313
1321,KK Nagar,AdjLand,No,Others,Paved,RH,30,1829,50,3.0,2.0,5,16.208002531927416
1322,Chrompet,Family,No,House,Gravel,RM,12,806,11,1.0,1.0,3,16.008792149717575
1323,Chrompet,AdjLand,No,House,Paved,RL,26,784,162,1.0,1.0,2,15.863834943800079
1324,Velachery,Partial,Yes,Commercial,Gravel,A,18,1540,36,2.0,1.0,4,16.39891170616776
1325,Anna Nagar,AdjLand,No,Commercial,Paved,RM,14,1794,62,1.0,1.0,4,16.891520542345628
1326,KK Nagar,Partial,No,House,Paved,RH,6,1875,22,3.0,2.0,5,16.094580217720374
1327,KK Nagar,Partial,No,House,Gravel,RL,8,1494,35,2.0,1.0,4,16.065240505937865
1328,TNagar,Family,Yes,Commercial,Paved,RH,28,1921,134,2.0,1.0,5,16.900710659792818
1329,Adyar,Family,No,House,Gravel,I,9,603,188,1.0,1.0,2,15.678833658110491
1330,KK Nagar,Partial,No,Others,Paved,RH,27,1479,192,2.0,1.0,4,15.996444267884472
1331,Anna Nagar,Partial,No,House,Gravel,RM,32,1574,128,1.0,1.0,4,16.330440707830295
1332,Chrompet,AbNormal,Yes,Others,Paved,RM,18,730,4,1.0,1.0,2,16.04601795486019
1333,KK Nagar,Normal Sale,No,House,Gravel,RM,30,2450,197,4.0,2.0,6,16.396255278500686
1334,KK Nagar,AbNormal,No,Others,Gravel,RM,19,1379,83,2.0,1.0,4,16.192395468994157
1335,TNagar,AbNormal,No,Others,Paved,RM,45,1621,101,1.0,1.0,4,16.416718331103997
1336,Karapakkam,Partial,No,Others,NoAccess,A,26,617,74,1.0,1.0,2,14.787157280288831
1337,Karapakkam,Family,Yes,House,Gravel,I,16,508,115,1.0,1.0,2,15.605826485787599
1338,Karapakkam,AbNormal,Yes,House,NoAccess,RL,32,1485,120,2.0,2.0,4,15.953891773320603
1339,Karapakkam,Normal Sale,No,Commercial,NoAccess,RM,7,804,46,1.0,1.0,2,15.986355225023658
1340,Chrompet,Partial,No,House,NoAccess,RL,8,917,147,1.0,1.0,3,15.815355979735411
1341,Anna Nagar,AdjLand,No,Others,Gravel,RM,37,1729,80,1.0,1.0,4,16.49928589420738
1342,Chrompet,Normal Sale,Yes,Commercial,Gravel,RM,29,1102,89,1.0,1.0,3,16.537297641249953
1343,Velachery,AdjLand,Yes,Commercial,Paved,RL,31,1826,67,3.0,2.0,5,16.675333413631627
1344,Velachery,Normal Sale,Yes,Commercial,Gravel,RH,51,1864,46,3.0,2.0,5,16.634325982940563
1345,Velachery,Partial,No,Others,Paved,RM,48,1776,196,2.0,1.0,4,16.207411720103536
1346,Chrompet,AbNormal,No,Commercial,NoAccess,RM,8,1091,184,1.0,1.0,3,16.39366791982317
1347,Adyar,Family,Yes,Commercial,Paved,RH,11,712,118,1.0,1.0,2,16.226744653610883
1348,Chrompet,Family,Yes,Commercial,Gravel,RM,17,795,16,1.0,1.0,2,16.374984800454765
1349,Chrompet,AdjLand,Yes,Commercial,Paved,RM,22,922,80,1.0,1.0,3,16.431102428870602
1350,Karapakkam,Partial,Yes,House,Paved,RH,10,1473,80,2.0,2.0,4,15.980112765123192
1351,Karapakkam,Normal Sale,Yes,Commercial,NoAccess,C,9,1699,10,2.0,2.0,4,16.296178487054934
1352,Chrompet,AdjLand,No,Others,Gravel,RM,19,1026,5,1.0,1.0,3,16.166363107111145
1353,Anna Nagar,AbNormal,No,Others,NoAccess,RH,33,1570,68,1.0,1.0,4,16.227568340029677
1354,KK Nagar,Family,No,House,Gravel,RH,22,1479,199,2.0,1.0,4,16.01615871261052
1355,KK Nagar,Normal Sale,No,Others,Gravel,RH,22,2380,20,4.0,2.0,6,16.380084075576093
1356,Chrompet,Partial,No,House,Gravel,RH,39,704,52,1.0,1.0,2,15.686102772387178
1357,KK Nagar,Normal Sale,Yes,House,Paved,RH,25,1325,139,1.0,1.0,3,16.001716317151363
1358,Velachery,Family,No,Commercial,Paved,RH,55,1558,49,2.0,1.0,4,16.388475168826115
1359,Chrompet,Partial,Yes,Others,NoAccess,RH,5,1133,64,1.0,1.0,3,16.094848313454577
1360,KK Nagar,AdjLand,No,House,Gravel,RL,21,1866,86,3.0,2.0,5,16.264770686226004
1361,Adyar,Normal Sale,Yes,Others,Paved,RH,24,936,106,1.0,1.0,3,16.066719300490128
1362,Velachery,Normal Sale,No,Commercial,NoAccess,A,50,1657,187,2.0,1.0,4,16.252263453531064
1363,Chrompet,Family,No,Others,NoAccess,RM,12,904,36,1.0,1.0,3,15.983357816589816
1364,Chrompet,AdjLand,Yes,Commercial,Gravel,RM,30,924,183,1.0,1.0,3,16.463024883312002
1365,KK Nagar,AdjLand,Yes,Others,Paved,RH,16,2031,74,3.0,2.0,5,16.34659061787187
1366,Velachery,Family,Yes,House,Gravel,RH,16,1945,63,3.0,2.0,5,16.260631134813263
1367,Chrompet,Family,No,House,Gravel,RM,39,1297,170,2.0,1.0,4,16.167083605089836
1368,KK Nagar,AbNormal,Yes,Commercial,Paved,RL,29,2179,132,3.0,2.0,5,16.749660257261873
1369,Chrompet,Family,Yes,House,Gravel,RL,28,996,191,1.0,1.0,3,16.06303474169918
1370,Chrompet,Family,No,Others,Paved,RM,39,969,176,1.0,1.0,3,16.00994714134352
1371,Velachery,AdjLand,No,Others,Gravel,C,23,1506,180,2.0,1.0,4,16.007550496033634
1372,Chrompet,Partial,No,House,Gravel,RH,19,1095,52,1.0,1.0,3,15.984809142632903
1373,KK Nagar,AbNormal,Yes,Others,Paved,RL,19,1329,44,1.0,1.0,3,16.17343347519697
1374,Karapakkam,Partial,Yes,Others,Gravel,RH,5,1130,130,1.0,1.0,3,16.000779168948856
1375,Karapakkam,Normal Sale,No,Commercial,Paved,RL,35,1299,141,1.0,1.0,3,16.233780308781277
1376,Karapakkam,AdjLand,No,House,NoAccess,C,38,514,79,1.0,1.0,2,14.993603858122613
1377,KK Nagar,AdjLand,No,House,Gravel,RL,5,1738,178,2.0,1.0,4,16.22571521304824
1378,TNagar,Family,No,House,Gravel,RH,20,1782,168,1.0,1.0,4,16.35410669979711
1379,Karapakkam,AbNormal,Yes,House,NoAccess,RH,46,749,132,1.0,1.0,2,15.54619217768374
1380,Chrompet,Partial,Yes,House,NoAccess,RL,24,1267,5,2.0,1.0,4,16.087357126117634
1381,Karapakkam,AdjLand,No,Commercial,Gravel,I,35,694,32,1.0,1.0,2,15.803915176459352
1382,Adyar,Normal Sale,Yes,Others,Paved,RL,29,1175,69,1.0,1.0,3,16.241392170501374
1383,Anna Nagar,AdjLand,No,Commercial,Paved,RL,42,1846,62,2.0,1.0,5,16.871255265986257
1384,KK Nagar,Family,Yes,Commercial,Paved,RH,7,1428,17,2.0,1.0,4,16.43979472842079
1385,Adyar,Family,Yes,Others,Paved,I,29,824,46,1.0,1.0,3,15.925911498262373
1386,Velachery,Family,Yes,Commercial,Gravel,C,38,1637,157,2.0,1.0,4,16.469755188747797
1387,KK Nagar,AdjLand,Yes,Others,Gravel,RL,12,2189,144,3.0,2.0,5,16.492178651613777
1388,Adyar,Partial,Yes,House,NoAccess,RM,34,1128,123,1.0,1.0,3,16.119162281905226
1389,Karapakkam,Normal Sale,No,House,Paved,RL,33,1213,22,1.0,1.0,3,15.811708796357783
1390,Velachery,AbNormal,Yes,Commercial,Gravel,C,35,1984,138,3.0,2.0,5,16.61569559978315
1391,Adyar,AdjLand,Yes,Commercial,Paved,A,22,680,126,1.0,1.0,2,16.003245584938355
1392,Velachery,Partial,No,House,Paved,I,47,1508,54,2.0,1.0,4,15.794486528617771
1394,Anna Nagar,Family,Yes,Commercial,Gravel,RM,13,1538,187,1.0,1.0,4,16.850601227500523
1395,TNagar,AdjLand,Yes,House,NoAccess,RL,36,1723,19,1.0,1.0,4,16.401866007615993
1396,Chrompet,Family,Yes,Others,Paved,RM,33,1161,58,1.0,1.0,3,16.214350566177757
1397,Velachery,Partial,Yes,Others,Gravel,A,28,1676,34,2.0,1.0,4,16.067566380419677
1398,TNagar,Family,No,House,Paved,RH,17,1749,4,1.0,1.0,4,16.29368501397014
1399,KK Nagar,Partial,Yes,House,Gravel,RM,18,2199,200,3.0,2.0,5,16.420217023155335
1400,Chrompet,Family,No,House,Gravel,RM,40,1101,30,1.0,1.0,3,16.047109615868415
1401,Adyar,Partial,Yes,Others,Paved,RH,8,1240,5,2.0,2.0,4,16.22384901943937
1402,Adyar,Family,No,Others,Gravel,A,38,1266,7,2.0,2.0,4,15.959936146520349
1403,Chrompet,AbNormal,Yes,Others,Paved,RH,9,1021,159,1.0,1.0,3,16.08737424415392
1404,Velachery,Normal Sale,Yes,House,Paved,A,36,1713,72,2.0,1.0,4,15.932746074336094
1405,Velachery,Partial,No,House,NoAccess,A,36,1563,158,2.0,1.0,4,15.588481285740146
1406,Chrompet,Family,No,Commercial,Gravel,RM,15,889,133,1.0,1.0,3,16.35559052759623
1407,Velachery,AdjLand,Yes,Others,Gravel,C,27,1925,17,3.0,2.0,5,16.263383947046126
1408,KK Nagar,AdjLand,No,House,Gravel,RL,23,1791,107,3.0,2.0,5,16.21319762727162
1409,Chrompet,Normal Sale,Yes,House,Paved,RM,23,910,178,1.0,1.0,3,16.07051409113233
1410,KK Nagar,Normal Sale,No,House,Gravel,RH,12,2450,78,4.0,2.0,6,16.319548858359948
1411,KK Nagar,Family,Yes,Others,Paved,RH,27,1763,155,2.0,1.0,4,16.197342318799283
1412,Chrompet,AbNormal,No,Commercial,Paved,RH,38,1170,5,1.0,1.0,3,16.382084134129723
1413,Adyar,Partial,Yes,House,Gravel,RH,20,1294,26,2.0,2.0,4,16.199726235748994
1414,KK Nagar,Partial,Yes,Commercial,Paved,RM,5,1386,101,2.0,1.0,4,16.493770606065418
1415,Karapakkam,AdjLand,Yes,House,NoAccess,C,35,1506,156,2.0,2.0,4,15.74354270073734
1416,Anna Nagar,AbNormal,No,Commercial,Gravel,RM,43,1830,33,2.0,1.0,5,16.898643403594996
1417,Chrompet,AbNormal,Yes,House,NoAccess,RH,28,744,112,1.0,1.0,2,15.71591484362509
1418,Chrompet,Partial,Yes,House,NoAccess,RL,4,1298,75,2.0,1.0,4,16.130776409215446
1419,Anna Nagar,AbNormal,No,House,NoAccess,RH,30,1615,181,1.0,1.0,4,16.1475441558552
1420,KK Nagar,Family,No,House,Paved,RL,19,1964,35,3.0,2.0,5,16.183843128513494
1421,Chrompet,Normal Sale,No,House,NoAccess,RL,10,812,21,1.0,1.0,3,15.835311165723056
1422,Adyar,AdjLand,Yes,Commercial,Paved,C,11,1270,70,2.0,2.0,4,16.53750482052201
1423,Karapakkam,Normal Sale,No,House,NoAccess,A,35,1045,59,1.0,1.0,3,15.139147826948554
1424,Chrompet,AbNormal,No,House,NoAccess,RM,12,1093,51,1.0,1.0,3,16.02190573429898
1425,Chrompet,Family,No,Others,NoAccess,RH,14,934,29,1.0,1.0,3,15.81725917074346
1426,Velachery,Family,No,House,NoAccess,RM,42,1617,171,2.0,1.0,4,16.00489873296962
1427,Velachery,Normal Sale,No,House,NoAccess,I,29,1994,87,3.0,2.0,5,15.98786976056538
1428,Velachery,AdjLand,Yes,House,Gravel,RM,29,1759,8,2.0,1.0,4,16.341711010953308
1429,KK Nagar,AbNormal,Yes,Others,Gravel,RM,11,1968,126,3.0,2.0,5,16.448455674576827
1430,Karapakkam,Family,No,Others,NoAccess,I,32,785,103,1.0,1.0,2,15.298019462555636
1431,Velachery,AbNormal,No,Others,Paved,C,17,1956,11,3.0,2.0,5,16.123498131245977
1432,Karapakkam,Family,No,Others,Gravel,C,5,1042,27,1.0,1.0,3,15.675612865231088
1433,Anna Nagar,Family,No,Others,NoAccess,RL,26,1566,21,1.0,1.0,4,16.291586161932507
1434,KK Nagar,Family,No,Commercial,Gravel,RH,28,1380,167,2.0,1.0,4,16.364102005196457
1435,Karapakkam,AbNormal,Yes,House,Gravel,I,50,1047,52,1.0,1.0,3,15.789819335826643
1436,Chrompet,Family,No,House,Paved,RL,11,975,80,1.0,1.0,3,15.944446658526468
1437,Chrompet,Normal Sale,No,House,NoAccess,RM,17,1036,152,1.0,1.0,3,15.963926470959935
1438,Anna Nagar,Partial,No,Others,Paved,RH,36,1960,56,2.0,1.0,5,16.422645902362245
1439,KK Nagar,Normal Sale,No,House,Paved,RL,5,2438,153,4.0,2.0,6,16.328871921748245
1440,TNagar,Normal Sale,No,Others,NoAccess,RH,24,1752,163,1.0,1.0,4,16.34336605890862
1441,Chrompet,AbNormal,No,Others,Paved,RH,26,1272,192,2.0,1.0,4,16.053381541072614
1442,Adyar,AdjLand,No,House,Gravel,RM,23,784,17,1.0,1.0,2,16.065454395848207
1443,KK Nagar,Partial,No,Others,Gravel,RL,28,2461,184,4.0,2.0,6,16.404063004118903
1444,Chrompet,Partial,No,Commercial,Paved,RM,28,911,98,1.0,1.0,3,16.287105752142505
1445,KK Nagar,Normal Sale,Yes,Commercial,Gravel,RM,16,2330,1,4.0,2.0,6,16.837849951732217
1446,Velachery,AdjLand,No,House,NoAccess,RL,44,1673,86,2.0,1.0,4,16.001441602755698
1448,Velachery,AbNormal,No,House,Gravel,C,6,1966,60,3.0,2.0,5,16.097993550824626
1449,Karapakkam,Family,Yes,Commercial,Gravel,A,47,850,125,1.0,1.0,2,15.823392588940646
1450,Anna Nagar,Normal Sale,No,House,Gravel,RH,24,1622,37,1.0,1.0,4,16.27839013320678
1451,Velachery,AdjLand,No,House,Gravel,RM,34,1938,5,3.0,2.0,5,16.3132639998746
1452,Anna Nagar,Family,Yes,House,Paved,RL,24,1867,138,2.0,1.0,5,16.451243582480785
1453,Adyar,AdjLand,Yes,Others,NoAccess,A,16,791,72,1.0,1.0,2,15.710923486658453
1454,Anna Nagar,Family,No,Commercial,NoAccess,RH,22,1958,82,2.0,1.0,5,16.836644997194345
1455,Anna Nagar,AbNormal,No,Others,Gravel,RL,38,1601,108,1.0,1.0,4,16.400731588057475
1456,Karapakkam,AdjLand,Yes,Commercial,Gravel,RM,35,1617,160,2.0,2.0,4,16.543198666914808
1457,Chrompet,Normal Sale,No,Commercial,Paved,RL,37,1015,105,1.0,1.0,3,16.308563023658458
1458,TNagar,Partial,Yes,House,Gravel,RL,29,1572,111,1.0,1.0,4,16.365146257613095
1459,TNagar,Family,No,Others,Paved,RL,32,1924,139,2.0,1.0,5,16.47798288994834
1460,TNagar,AdjLand,No,Others,Paved,RM,16,1848,33,2.0,1.0,5,16.556092161405005
1461,Chrompet,Partial,Yes,House,Gravel,RH,5,1238,34,2.0,1.0,4,16.17232755340475
1462,TNagar,Normal Sale,Yes,House,NoAccess,RM,26,1556,188,1.0,1.0,4,16.369832412266298
1463,Anna Nagar,Normal Sale,Yes,Commercial,NoAccess,RL,13,1543,97,1.0,1.0,4,16.754356451262062
1464,Anna Nagar,AbNormal,No,Commercial,Paved,RL,26,1534,7,1.0,1.0,4,16.714722955326213
1465,KK Nagar,Partial,No,House,Paved,RL,11,1635,46,2.0,1.0,4,16.053178071320485
1466,KK Nagar,Family,Yes,Others,Gravel,RL,11,1450,120,2.0,1.0,4,16.243398695890292
1467,Chrompet,Family,No,Others,Paved,RH,37,1117,152,1.0,1.0,3,15.966968063645353
1468,Chrompet,Partial,Yes,House,NoAccess,RL,21,953,18,1.0,1.0,3,15.943302524285142
1469,Chrompet,Family,Yes,House,NoAccess,RL,14,742,7,1.0,1.0,2,15.870178374389194
1470,Karapakkam,Family,Yes,House,NoAccess,I,5,820,63,1.0,1.0,2,15.566777145175278
1471,Anna Nagar,Family,Yes,House,Gravel,RL,31,1895,194,2.0,1.0,5,16.467592201772277
1472,Anna Nagar,Family,Yes,Commercial,Paved,RM,30,1717,199,1.0,1.0,4,16.872598809358085
1473,Chrompet,AdjLand,Yes,Others,Gravel,RH,34,790,166,1.0,1.0,2,16.014868857295795
1474,Velachery,AdjLand,Yes,Commercial,Paved,RL,55,1885,156,3.0,2.0,5,16.658411414414463
1475,Velachery,Normal Sale,Yes,Others,Paved,RM,9,1749,181,2.0,1.0,4,16.375552509165395
1476,Karapakkam,AdjLand,No,House,Gravel,RL,19,734,151,1.0,1.0,2,15.77149465116584
1477,Karapakkam,Normal Sale,No,House,NoAccess,A,23,1624,3,2.0,2.0,4,15.548544975050486
1478,Adyar,Partial,Yes,Others,Paved,I,23,953,63,1.0,1.0,3,15.964881299305656
1479,Chrompet,Partial,Yes,Others,Paved,RH,34,967,158,1.0,1.0,3,15.959072369264208
1480,Chrompet,AdjLand,No,House,Gravel,RL,19,961,15,1.0,1.0,3,16.022300353503454
1481,Karapakkam,AbNormal,Yes,Others,NoAccess,I,27,1034,73,1.0,1.0,3,15.675372502394135
1482,Velachery,Family,No,House,Paved,RM,9,1940,89,3.0,2.0,5,16.240259034423495
1483,Chrompet,Family,No,Commercial,Gravel,RH,38,753,150,1.0,1.0,2,16.080002326064008
1484,Karapakkam,AdjLand,No,Commercial,Paved,I,28,755,76,1.0,1.0,2,15.783406663402955
1485,Anna Nagar,AdjLand,No,Commercial,NoAccess,RM,41,1971,72,2.0,1.0,5,16.916661430489224
1486,Chrompet,AdjLand,Yes,Commercial,Paved,RH,32,1026,29,1.0,1.0,3,16.394420776736585
1487,Karapakkam,AbNormal,No,Others,Paved,A,26,1375,151,2.0,2.0,4,15.61088814058562
1488,Karapakkam,AdjLand,No,House,NoAccess,A,33,728,97,1.0,1.0,2,14.95962316073015
1489,Anna Nagar,AdjLand,No,Others,NoAccess,RL,26,1807,70,2.0,1.0,5,16.42761885976941
1490,Karapakkam,Partial,No,Commercial,NoAccess,RH,6,1333,31,2.0,2.0,4,16.14308265923442
1491,Chrompet,AbNormal,Yes,House,Paved,RL,25,1093,142,1.0,1.0,3,16.104129070762117
1492,Adyar,Partial,No,Others,Paved,C,23,1191,152,1.0,1.0,3,15.908092386677625
1493,TNagar,AdjLand,Yes,Others,Gravel,RL,5,1984,156,2.0,1.0,5,16.688411474503784
1494,Karapakkam,Normal Sale,Yes,House,Gravel,I,33,888,9,1.0,1.0,2,15.729845265584569
1495,Chrompet,AbNormal,Yes,Commercial,Gravel,RM,24,1100,102,1.0,1.0,3,16.555909839615577
1496,Chrompet,AbNormal,Yes,Commercial,Gravel,RH,20,1294,90,2.0,1.0,4,16.581739914735156
1497,Velachery,AdjLand,No,Others,Paved,RH,53,1904,89,3.0,2.0,5,16.172719811845774
1498,Karapakkam,Family,Yes,Others,Paved,RM,18,1045,34,1.0,1.0,3,16.025098723521456
1499,Karapakkam,Partial,No,House,Paved,I,7,1253,200,1.0,1.0,3,15.66786453090816
1500,KK Nagar,AbNormal,No,Commercial,Gravel,RL,25,1472,138,2.0,1.0,4,16.446286692943147
1501,Anna Nagar,Family,No,Commercial,Gravel,RM,37,1765,97,1.0,1.0,4,16.86467965939553
1502,TNagar,AbNormal,Yes,House,Gravel,RM,31,1634,65,1.0,1.0,4,16.457801368526617
1503,KK Nagar,Family,Yes,Commercial,Gravel,RL,25,1823,52,3.0,2.0,5,16.65049451003913
1504,KK Nagar,Partial,Yes,Others,Paved,RL,8,2404,71,4.0,2.0,6,16.47650765533363
1505,Chrompet,AdjLand,No,House,Gravel,RM,27,985,2,1.0,1.0,3,16.114685944510594
1506,Chrompet,Family,Yes,House,Paved,RM,20,826,116,1.0,1.0,3,16.059713394410654
1507,Chrompet,AdjLand,No,House,Paved,RL,18,705,110,1.0,1.0,2,15.870021908834268
1508,Chrompet,Partial,No,House,NoAccess,RL,11,987,9,1.0,1.0,3,15.850628800412418
1509,KK Nagar,AdjLand,Yes,Others,Paved,RH,28,1625,100,2.0,1.0,4,16.18792008326938
1510,Velachery,Partial,Yes,House,NoAccess,A,15,1729,56,2.0,1.0,4,15.885823434880885
1511,Anna Nagar,AbNormal,Yes,Commercial,Paved,RH,8,1791,165,1.0,1.0,4,16.867890756747737
1512,Chrompet,Normal Sale,Yes,Others,Gravel,RL,21,1019,16,1.0,1.0,3,16.187443992591604
1513,Chrompet,Normal Sale,No,Commercial,NoAccess,RH,28,1212,43,2.0,1.0,4,16.372033047359828
1514,Adyar,Normal Sale,No,Others,NoAccess,A,16,1234,129,2.0,2.0,4,15.861149034497782
1515,Karapakkam,Normal Sale,No,Others,NoAccess,A,8,850,114,1.0,1.0,2,15.136455669394996
1516,Adyar,AdjLand,Yes,Commercial,Gravel,A,27,662,138,1.0,1.0,2,16.02818100902519
1517,Karapakkam,Normal Sale,No,Commercial,NoAccess,A,38,1555,113,2.0,2.0,4,16.032840004498688
1518,Anna Nagar,Family,Yes,House,NoAccess,RH,29,1711,7,1.0,1.0,4,16.27207525901078
1519,Chrompet,AbNormal,Yes,Commercial,NoAccess,RM,36,1064,68,1.0,1.0,3,16.43137046734604
1520,Chrompet,Normal Sale,Yes,House,NoAccess,RM,32,816,123,1.0,1.0,3,15.956463974793694
1521,Adyar,Family,Yes,House,NoAccess,I,12,1252,15,2.0,2.0,4,16.005957776354734
1522,Velachery,AbNormal,No,House,NoAccess,I,28,1917,200,3.0,2.0,5,15.941438182885124
1523,Chrompet,AbNormal,Yes,House,Gravel,RM,17,1013,63,1.0,1.0,3,16.200488855586727
1524,Chrompet,Family,No,House,NoAccess,RM,14,1080,4,1.0,1.0,3,15.978081461771609
1525,Karapakkam,AdjLand,No,Others,NoAccess,RM,10,627,154,1.0,1.0,2,15.707102843229988
1526,Chrompet,Partial,Yes,Commercial,Paved,RH,27,1058,200,1.0,1.0,3,16.35303661829232
1527,Chrompet,Partial,No,Commercial,Gravel,RL,25,951,117,1.0,1.0,3,16.309496449746725
1529,Karapakkam,Family,No,House,Gravel,A,9,575,86,1.0,1.0,2,15.23865768663509
1530,Chrompet,AbNormal,Yes,Commercial,NoAccess,RH,27,737,93,1.0,1.0,2,16.106118712923372
1531,Adyar,AbNormal,No,Others,Paved,A,25,706,23,1.0,1.0,2,15.475044828743695
1532,Karapakkam,Normal Sale,No,House,Gravel,A,24,1109,7,1.0,1.0,3,15.52255147421711
1533,Chrompet,AdjLand,No,House,Gravel,RH,11,1211,170,2.0,1.0,4,16.064632214040248
1534,Karapakkam,Normal Sale,No,House,Gravel,I,39,1450,114,2.0,2.0,4,15.801998191649735
1535,Adyar,Partial,No,Commercial,Gravel,I,28,1277,48,2.0,2.0,4,16.474835112815725
1536,TNagar,AdjLand,No,Others,Gravel,RH,17,1568,120,1.0,1.0,4,16.40151266596958
1537,Adyar,AbNormal,No,Commercial,Gravel,RH,39,995,16,1.0,1.0,3,16.350014744321577
1538,Karapakkam,AbNormal,Yes,Others,Paved,C,38,1304,80,1.0,1.0,3,15.78567294391317
1539,Karapakkam,Family,No,House,Gravel,I,34,561,115,1.0,1.0,2,15.428721742644488
1540,Karapakkam,AdjLand,No,House,Gravel,RH,33,831,63,1.0,1.0,2,15.680261626433634
1541,Anna Nagar,Family,Yes,House,Gravel,RL,27,1811,143,2.0,1.0,5,16.465827262250958
1542,KK Nagar,AbNormal,No,Commercial,Paved,RM,19,1563,122,2.0,1.0,4,16.48901548300333
